"Word","Bigram","Conc.M","Conc.SD","Unknown","Total","Percent_known","SUBTLEX","Dom_Pos","Dom_Pos_s"
"uninventive",0,1.56,0.71,3,28,0.89,0,"#N/A","f"
"uninvestigated",0,1.97,1.05,0,29,1,0,"#N/A","f"
"uninvited",0,2.39,1.2,0,28,1,71,"Adjective","a"
"uninviting",0,2.18,1.16,0,28,1,2,"Adjective","a"
"uninvolved",0,1.81,1.22,0,31,1,11,"Adjective","a"
"union",0,3.38,1.4,0,29,1,1111,"Noun","n"
"unionism",0,2.11,1.22,3,30,0.9,2,"Noun","n"
"unionization",0,2.27,0.98,0,30,1,0,"#N/A","f"
"unionize",0,2.24,1.18,0,29,1,5,"Verb","v"
"unique",0,1.89,1.23,0,28,1,696,"Adjective","a"
"uniquely",0,2.03,1.25,0,30,1,37,"Adverb","r"
"uniqueness",0,1.87,1.18,0,31,1,18,"Noun","n"
"unisex",0,3.19,1.55,1,27,0.96,36,"Noun","n"
"unisexual",0,3.07,1.41,1,29,0.97,0,"#N/A","f"
"unison",0,2.96,1.34,2,29,0.93,21,"Noun","n"
"unissued",0,1.93,1.05,2,32,0.94,0,"#N/A","f"
"unit",0,3.77,1.31,0,31,1,1845,"Noun","n"
"unitary",0,1.83,0.89,4,27,0.85,0,"#N/A","f"
"unite",0,2.58,1.33,2,28,0.93,154,"Verb","v"
"united",0,2.61,1.23,0,28,1,2564,"Name","f"
"uniting",0,2.1,1.18,1,30,0.97,15,"Verb","v"
"unity",0,2.23,1.38,0,30,1,138,"Noun","n"
"universal",0,1.87,1.14,0,30,1,299,"Adjective","a"
"universalism",0,1.64,0.91,2,27,0.93,0,"#N/A","f"
"universalist",0,2.04,1.22,3,30,0.9,1,"Adjective","a"
"universalistic",0,1.46,0.88,4,28,0.86,0,"#N/A","f"
"universality",0,1.36,0.68,2,30,0.93,0,"#N/A","f"
"universalize",0,1.73,1.14,1,31,0.97,0,"#N/A","f"
"universally",0,1.71,1.05,0,28,1,27,"Adverb","r"
"universe",0,3.85,1.49,0,27,1,1289,"Noun","n"
"university",0,4.65,0.75,0,26,1,1203,"Noun","n"
"unjacketed",0,3.28,1.28,2,27,0.93,0,"#N/A","f"
"unjust",0,1.31,0.76,0,29,1,59,"Adjective","a"
"unjustifiable",0,1.63,0.84,1,28,0.96,0,"#N/A","f"
"unjustifiably",0,1.83,1.07,0,29,1,2,"Adverb","r"
"unjustified",0,1.54,0.72,0,24,1,8,"Adjective","a"
"unjustly",0,1.9,0.98,0,29,1,26,"Adverb","r"
"unjustness",0,1.57,1.17,3,31,0.9,0,"#N/A","f"
"unkempt",0,2.82,1.22,1,29,0.97,12,"Adjective","a"
"unkemptness",0,2.38,1.13,3,27,0.89,0,"#N/A","f"
"unkind",0,2.22,1.5,0,27,1,71,"Adjective","a"
"unkindly",0,1.81,1.06,0,26,1,5,"Adverb","r"
"unkindness",0,1.96,1.34,1,28,0.96,5,"Noun","n"
"unknot",0,3.38,1.38,3,27,0.89,0,"#N/A","f"
"unknotted",0,3.88,1.24,2,27,0.93,0,"#N/A","f"
"unknowable",0,1.42,0.81,3,29,0.9,10,"Adjective","a"
"unknowably",0,1.83,1.19,4,27,0.85,0,"#N/A","f"
"unknowing",0,1.43,0.63,0,30,1,13,"Adjective","a"
"unknowingly",0,1.65,1.06,0,26,1,18,"Adverb","r"
"unknowingness",0,1.56,0.7,3,30,0.9,0,"#N/A","f"
"unknowledgeable",0,2,1.26,2,28,0.93,0,"#N/A","f"
"unknown",0,1.47,0.9,0,30,1,774,"Adjective","a"
"unlabeled",0,3.27,1.34,1,27,0.96,0,"#N/A","f"
"unlabored",0,2.41,1.42,2,29,0.93,0,"#N/A","f"
"unlace",0,3.54,1.37,2,30,0.93,1,"Verb","v"
"unlaced",0,3.65,1.44,0,26,1,0,"#N/A","f"
"unladylike",0,1.72,0.96,0,29,1,8,"Adjective","a"
"unlashed",0,2.83,1.59,4,27,0.85,0,"#N/A","f"
"unlatch",0,3.58,1.14,0,26,1,3,"Verb","v"
"unlaundered",0,3.42,1.28,1,25,0.96,0,"#N/A","f"
"unlawful",0,2.15,1.32,0,27,1,39,"Adjective","a"
"unlawfully",0,1.76,1.16,0,25,1,9,"Adverb","r"
"unlawfulness",0,1.67,0.83,0,27,1,0,"#N/A","f"
"unleaded",0,2.83,1.49,0,29,1,18,"Adjective","a"
"unlearn",0,1.86,1.08,2,30,0.93,4,"Verb","v"
"unlearned",0,1.79,0.92,0,28,1,0,"#N/A","f"
"unleash",0,3.55,1.12,0,29,1,85,"Verb","v"
"unleashed",0,2.24,1.18,0,29,1,52,"Verb","v"
"unleavened",0,3.31,1.41,3,29,0.9,1,"Adjective","a"
"unless",0,1.54,1.14,0,28,1,5798,"Conjunction","f"
"unlettered",0,2.3,1.02,3,26,0.88,0,"#N/A","f"
"unlevel",0,2.96,1.4,4,29,0.86,0,"#N/A","f"
"unleveled",0,2.74,1.32,1,28,0.96,0,"#N/A","f"
"unlicensed",0,2,1.22,0,29,1,20,"Adjective","a"
"unlighted",0,2.58,1.38,1,25,0.96,2,"Adjective","a"
"unlikable",0,1.82,1.06,0,28,1,9,"Adjective","a"
"unlike",0,2.67,1.2,0,24,1,530,"Preposition","f"
"unlikeable",0,2.21,1.37,0,29,1,2,"Adjective","a"
"unlikelihood",0,1.64,0.78,1,29,0.97,2,"Noun","n"
"unlikely",0,1.93,1.07,0,29,1,258,"Adjective","a"
"unlikeness",0,1.75,1.11,1,29,0.97,0,"#N/A","f"
"unlimited",0,1.88,1.48,0,26,1,143,"Adjective","a"
"unlimitedly",0,1.48,0.9,2,25,0.92,0,"#N/A","f"
"unlined",0,3.46,1.48,2,28,0.93,0,"#N/A","f"
"unlink",0,3.22,1.53,2,29,0.93,1,"Verb","v"
"unlinked",0,2.85,1.38,0,27,1,0,"#N/A","f"
"unlisted",0,2.46,1.53,0,28,1,49,"Adjective","a"
"unlit",0,3.42,1.36,1,27,0.96,3,"Adjective","a"
"unlivable",0,2.45,1.27,2,31,0.94,3,"Adjective","a"
"unload",0,3.21,1.5,0,29,1,235,"Verb","v"
"unloaded",0,3.31,1.2,0,29,1,74,"Verb","v"
"unloader",0,3.54,1.61,2,28,0.93,0,"#N/A","f"
"unlock",0,4.11,1.07,0,28,1,280,"Verb","v"
"unlocked",0,3.5,1.35,0,28,1,194,"Verb","v"
"unlocking",0,4.28,1.07,0,29,1,31,"Verb","v"
"unlogged",0,2.15,1.35,3,30,0.9,1,"Adjective","a"
"unlooked",0,2.27,1.37,4,30,0.87,1,"Adjective","a"
"unloose",0,2.46,1.22,4,28,0.86,1,"Noun","n"
"unloosen",0,2.32,1.22,4,29,0.86,4,"Noun","n"
"unloosening",0,2.96,1.43,3,29,0.9,0,"#N/A","f"
"unlovable",0,1.7,1.26,0,30,1,5,"Adjective","a"
"unloved",0,1.89,1.2,0,28,1,18,"Adjective","a"
"unlovely",0,2.24,1.27,1,30,0.97,2,"Adjective","a"
"unloving",0,2.43,1.3,0,30,1,2,"Adjective","a"
"unluckily",0,1.78,1.19,0,27,1,4,"Adverb","r"
"unluckiness",0,1.62,0.82,0,29,1,0,"#N/A","f"
"unlucky",0,1.79,0.9,0,29,1,210,"Adjective","a"
"unmade",0,2.15,1.35,0,27,1,13,"Adjective","a"
"unmagnified",0,2.6,1.44,2,27,0.93,0,"#N/A","f"
"unmaintained",0,2.17,1.2,1,25,0.96,0,"#N/A","f"
"unmake",0,2.2,1.15,4,29,0.86,5,"Verb","v"
"unmanageable",0,2.28,1.31,0,29,1,9,"Adjective","a"
"unmanageably",0,2.08,1.12,3,28,0.89,0,"#N/A","f"
"unmanaged",0,1.93,1,1,28,0.96,0,"#N/A","f"
"unmanliness",0,1.88,1.2,0,25,1,1,"Noun","n"
"unmanly",0,2.38,1.47,1,30,0.97,7,"Adjective","a"
"unmanned",0,2.85,1.59,0,27,1,29,"Adjective","a"
"unmannered",0,1.85,0.91,1,28,0.96,2,"Adjective","a"
"unmannerly",0,1.96,1.12,2,26,0.92,3,"Adjective","a"
"unmanufactured",0,1.86,1.18,1,29,0.97,0,"#N/A","f"
"unmapped",0,2.63,1.3,0,30,1,3,"Adjective","a"
"unmarked",0,3.31,1.69,0,29,1,70,"Adjective","a"
"unmarketable",0,2,1.06,1,25,0.96,1,"Adjective","a"
"unmarred",0,3,1.28,1,30,0.97,0,"#N/A","f"
"unmarried",0,2.82,1.42,2,30,0.93,104,"Adjective","a"
"unmask",0,3,1.44,1,26,0.96,14,"Verb","v"
"unmasked",0,3.14,1.43,0,28,1,12,"Verb","v"
"unmasking",0,2.77,1.37,1,27,0.96,4,"Verb","v"
"unmatchable",0,2.27,1.15,2,28,0.93,0,"#N/A","f"
"unmatched",0,2.31,1,0,29,1,7,"Adjective","a"
"unmeaning",0,1.62,0.75,3,29,0.9,0,"#N/A","f"
"unmeant",0,1.27,0.55,3,25,0.88,0,"#N/A","f"
"unmeasured",0,2,1.28,1,29,0.97,0,"#N/A","f"
"unmediated",0,1.67,0.82,3,27,0.89,0,"#N/A","f"
"unmelodic",0,2.62,1.33,3,29,0.9,0,"#N/A","f"
"unmemorable",0,1.67,0.92,1,28,0.96,0,"#N/A","f"
"unmentionable",0,2.03,1.05,0,29,1,10,"Adjective","a"
"unmentionables",0,3.27,1.71,1,27,0.96,10,"Noun","n"
"unmentionably",0,1.81,1.1,1,27,0.96,0,"#N/A","f"
"unmentioned",0,1.59,0.87,0,29,1,2,"Adjective","a"
"unmerciful",0,1.67,1.06,0,30,1,5,"Adjective","a"
"unmercifully",0,1.48,0.69,0,29,1,3,"Adverb","r"
"unmerge",0,2.54,1.3,3,29,0.9,0,"#N/A","f"
"unmerged",0,2.48,1.08,2,25,0.92,0,"#N/A","f"
"unmerited",0,1.6,1,2,27,0.93,0,"#N/A","f"
"unmetered",0,2.23,1.24,2,28,0.93,0,"#N/A","f"
"unmethodical",0,2.36,1.37,1,29,0.97,0,"#N/A","f"
"unmethodically",0,1.72,0.79,2,27,0.93,0,"#N/A","f"
"unmilitary",0,2.69,1.41,2,28,0.93,9,"Adjective","a"
"unmindful",0,1.54,0.66,0,24,1,0,"#N/A","f"
"unmingled",0,2.12,1.05,3,28,0.89,0,"#N/A","f"
"unmissed",0,1.6,0.82,4,29,0.86,1,"Adjective","a"
"unmistakable",0,1.73,0.87,0,30,1,45,"Adjective","a"
"unmistakably",0,1.81,1.14,0,31,1,4,"Adverb","r"
"unmistaken",0,2,1.21,2,29,0.93,0,"#N/A","f"
"unmitigated",0,2,1.25,1,30,0.97,25,"Adjective","a"
"unmixable",0,2.29,1.51,1,29,0.97,0,"#N/A","f"
"unmixed",0,3.12,1.39,0,25,1,1,"Adjective","a"
"unmodified",0,1.96,1.14,0,28,1,2,"Adjective","a"
"unmold",0,2.74,1.32,4,27,0.85,0,"#N/A","f"
"unmolded",0,2.74,1.53,2,29,0.93,0,"#N/A","f"
"unmolested",0,1.88,1.24,4,30,0.87,2,"Adjective","a"
"unmonitored",0,2.5,1.5,2,30,0.93,1,"Adjective","a"
"unmoral",0,1.68,1.03,1,26,0.96,0,"#N/A","f"
"unmorally",0,1.33,0.73,3,30,0.9,0,"#N/A","f"
"unmotivated",0,2.2,1.19,0,30,1,8,"Adjective","a"
"unmovable",0,2.78,1.42,0,27,1,0,"#N/A","f"
"unmoved",0,2,1.23,0,30,1,0,"#N/A","f"
"unmoving",0,2.31,1.41,0,26,1,1,"Adjective","a"
"unmusical",0,1.85,1.16,3,29,0.9,1,"Adjective","a"
"unmusically",0,1.92,1.06,3,27,0.89,0,"#N/A","f"
"unnamable",0,1.64,1.06,1,29,0.97,5,"Adjective","a"
"unnamed",0,2.39,1.4,0,28,1,25,"Adjective","a"
"unnatural",0,1.41,0.91,0,29,1,140,"Adjective","a"
"unnaturally",0,1.8,0.92,0,30,1,6,"Adverb","r"
"unnaturalness",0,2.17,1.2,4,28,0.86,0,"#N/A","f"
"unnecessarily",0,1.52,0.75,0,27,1,41,"Adverb","r"
"unnecessary",0,1.56,0.7,0,27,1,316,"Adjective","a"
"unneeded",0,1.72,1.17,0,25,1,3,"Adjective","a"
"unnerve",0,2.12,1.27,0,25,1,8,"Verb","v"
"unnerved",0,1.64,1.03,1,29,0.97,19,"Verb","v"
"unnerving",0,1.96,1.02,1,26,0.96,18,"Verb","v"
"unnoted",0,1.92,1,4,29,0.86,0,"#N/A","f"
"unnoticeable",0,1.96,1.35,0,28,1,1,"Adjective","a"
"unnoticeably",0,1.83,1.02,0,30,1,0,"#N/A","f"
"unnoticed",0,2.25,1.17,0,28,1,62,"Adjective","a"
"unnoticing",0,2.07,1,2,31,0.94,0,"#N/A","f"
"unnourished",0,2.65,1.29,1,27,0.96,0,"#N/A","f"
"unnumbered",0,2.11,1.28,3,30,0.9,5,"Adjective","a"
"unobedient",0,2.39,1.2,4,27,0.85,0,"#N/A","f"
"unobjectionable",0,1.54,1.03,2,28,0.93,0,"#N/A","f"
"unobjectionably",0,1.42,0.58,0,26,1,0,"#N/A","f"
"unobligated",0,1.96,1.31,1,27,0.96,0,"#N/A","f"
"unobservable",0,1.75,1.11,0,28,1,0,"#N/A","f"
"unobservant",0,2.03,1.21,1,30,0.97,0,"#N/A","f"
"unobserved",0,2.07,1.25,1,29,0.97,7,"Adjective","a"
"unobserving",0,1.77,1.11,3,29,0.9,0,"#N/A","f"
"unobstructed",0,2.76,1.33,1,30,0.97,7,"Adjective","a"
"unobtainable",0,1.86,1.3,0,29,1,6,"Adjective","a"
"unobtrusive",0,2.11,1.07,2,30,0.93,17,"Adjective","a"
"unobtrusively",0,1.62,0.97,3,27,0.89,4,"Adverb","r"
"unobtrusiveness",0,1.73,0.78,4,30,0.87,0,"#N/A","f"
"unobvious",0,1.42,0.65,3,27,0.89,1,"Adjective","a"
"unoccupied",0,2.64,1.15,0,25,1,17,"Adjective","a"
"unoffending",0,1.96,1.45,0,28,1,0,"#N/A","f"
"unofficial",0,1.61,0.99,0,28,1,50,"Adjective","a"
"unofficially",0,1.93,1.17,0,27,1,38,"Adverb","r"
"unopened",0,3.29,1.65,0,28,1,28,"Adjective","a"
"unopposed",0,2.25,1.4,0,28,1,11,"Adjective","a"
"unordered",0,2.64,1.41,3,28,0.89,0,"#N/A","f"
"unordinary",0,1.73,0.87,4,30,0.87,0,"#N/A","f"
"unorganized",0,3.07,1.47,0,27,1,5,"Adjective","a"
"unoriginal",0,2.17,1.2,0,29,1,10,"Adjective","a"
"unoriginality",0,1.52,0.85,0,27,1,1,"Noun","n"
"unoriginally",0,1.43,0.73,4,27,0.85,0,"#N/A","f"
"unornamented",0,2.81,1.41,1,27,0.96,1,"Adjective","a"
"unorthodox",0,1.46,0.78,0,24,1,72,"Adjective","a"
"unostentatiously",0,1.71,0.9,2,23,0.91,0,"#N/A","f"
"unpack",0,3.82,1.22,0,28,1,165,"Verb","v"
"unpacked",0,3.08,1.16,0,26,1,59,"Verb","v"
"unpadded",0,3.76,1.3,0,29,1,0,"#N/A","f"
"unpaid",0,2.52,1.38,0,29,1,51,"Adjective","a"
"unpainted",0,3,1.31,0,28,1,6,"Adjective","a"
"unpaired",0,3.14,1.27,1,29,0.97,0,"#N/A","f"
"unpalatable",0,2.58,1.21,3,27,0.89,2,"Adjective","a"
"unparallel",0,2.34,1.23,0,29,1,0,"#N/A","f"
"unparalleled",0,1.66,1.11,0,29,1,29,"Adjective","a"
"unpardonable",0,1.96,1.08,2,26,0.92,8,"Adjective","a"
"unpardoned",0,2.09,1.24,1,24,0.96,0,"#N/A","f"
"unparticular",0,1.62,0.62,2,31,0.94,0,"#N/A","f"
"unpartisan",0,1.43,0.73,4,27,0.85,0,"#N/A","f"
"unpasteurized",0,2.92,1.6,1,27,0.96,0,"#N/A","f"
"unpatented",0,2.18,1.31,0,28,1,0,"#N/A","f"
"unpatriotic",0,1.42,0.72,1,32,0.97,13,"Adjective","a"
"unpatriotically",0,1.62,0.75,1,27,0.96,0,"#N/A","f"
"unpatrolled",0,2.34,1.29,0,29,1,2,"Adjective","a"
"unpaved",0,4.12,1.03,0,26,1,3,"Adjective","a"
"unpayable",0,1.81,0.79,2,29,0.93,0,"#N/A","f"
"unpeeled",0,4,1.13,2,28,0.93,2,"Adjective","a"
"unpeg",0,2.72,1.54,4,29,0.86,0,"#N/A","f"
"unperceived",0,1.75,1.24,0,28,1,0,"#N/A","f"
"unperceptive",0,1.71,0.94,1,29,0.97,1,"Adjective","a"
"unperfected",0,1.69,1.14,0,29,1,0,"#N/A","f"
"unperformed",0,2.08,1.21,1,25,0.96,0,"#N/A","f"
"unpermitted",0,2.14,1.06,1,30,0.97,0,"#N/A","f"
"unpersuasive",0,1.88,0.93,0,25,1,0,"#N/A","f"
"unpersuasively",0,1.36,0.62,1,29,0.97,0,"#N/A","f"
"unperturbed",0,1.62,0.94,2,28,0.93,1,"Adjective","a"
"unperturbedly",0,1.7,1.03,3,30,0.9,0,"#N/A","f"
"unphysical",0,2.16,1.34,4,29,0.86,0,"#N/A","f"
"unpick",0,2.39,1.23,2,25,0.92,2,"Verb","v"
"unpicked",0,2.85,1.32,1,28,0.96,0,"#N/A","f"
"unpiloted",0,2.31,1.07,1,30,0.97,0,"#N/A","f"
"unpin",0,3.11,1.48,2,29,0.93,3,"Noun","n"
"unpinned",0,3.15,1.35,1,28,0.96,0,"#N/A","f"
"unpitying",0,1.85,0.77,2,29,0.93,0,"#N/A","f"
"unplaced",0,1.65,0.75,4,30,0.87,0,"#N/A","f"
"unplanned",0,1.52,0.75,0,27,1,9,"Adjective","a"
"unplanted",0,3.3,1.41,0,27,1,0,"#N/A","f"
"unplayable",0,1.82,1.19,1,29,0.97,0,"#N/A","f"
"unpleasant",0,1.91,1.03,0,32,1,311,"Adjective","a"
"unpleasantly",0,1.96,1.29,0,28,1,2,"Adverb","r"
"unpleasantness",0,2,1.07,1,30,0.97,29,"Noun","n"
"unpleased",0,2.14,1.33,0,28,1,0,"#N/A","f"
"unpleasing",0,1.84,0.93,0,31,1,1,"Adjective","a"
"unpledged",0,1.59,1.05,1,28,0.96,0,"#N/A","f"
"unplowed",0,3,1.28,1,29,0.97,0,"#N/A","f"
"unplug",0,4.19,1.39,0,27,1,44,"Verb","v"
"unplugged",0,3.8,1.3,0,30,1,43,"Adjective","a"
"unplugging",0,3.47,1.48,0,30,1,6,"Verb","v"
"unplumbed",0,2.91,1.28,3,26,0.88,0,"#N/A","f"
"unpolished",0,3.43,1.37,0,28,1,8,"Adjective","a"
"unpolluted",0,2.67,1.24,0,27,1,3,"Adjective","a"
"unpopular",0,2.07,1.31,0,30,1,66,"Adjective","a"
"unpopularity",0,1.79,1.05,0,29,1,2,"Noun","n"
"unpopulated",0,2.96,1.5,0,28,1,3,"Adjective","a"
"unpractical",0,1.59,0.84,4,31,0.87,2,"Adjective","a"
"unpracticed",0,2,0.96,2,27,0.93,1,"Adjective","a"
"unprecedented",0,1.59,0.64,0,27,1,80,"Adjective","a"
"unprecedentedly",0,1.46,1.06,4,28,0.86,1,"Adverb","r"
"unpredictability",0,1.89,1.19,0,27,1,9,"Noun","n"
"unpredictable",0,2.03,1.35,0,30,1,175,"Adjective","a"
"unpredictably",0,2.13,1.17,0,30,1,8,"Adverb","r"
"unpredicted",0,1.7,1.1,0,27,1,0,"#N/A","f"
"unprejudiced",0,1.89,1.1,0,28,1,3,"Adjective","a"
"unpremeditated",0,1.79,0.98,2,21,0.9,7,"Adjective","a"
"unpremeditatedly",0,1.32,0.57,3,25,0.88,0,"#N/A","f"
"unprepared",0,2.07,1.27,0,28,1,78,"Adjective","a"
"unpreparedness",0,2,1.22,1,29,0.97,2,"Noun","n"
"unpreserved",0,2.11,1.22,1,28,0.96,1,"Adjective","a"
"unpresuming",0,2.04,1.22,2,28,0.93,0,"#N/A","f"
"unpresumptuous",0,1.68,0.82,2,30,0.93,0,"#N/A","f"
"unpretending",0,1.68,0.75,2,27,0.93,1,"Adjective","a"
"unpretentious",0,1.76,1.05,1,26,0.96,9,"Adjective","a"
"unpretentiously",0,1.42,0.9,1,27,0.96,0,"#N/A","f"
"unpretentiousness",0,1.46,0.76,2,28,0.93,0,"#N/A","f"
"unpreventable",0,1.8,1.08,1,26,0.96,0,"#N/A","f"
"unprimed",0,2.68,1.6,2,27,0.93,0,"#N/A","f"
"unprincipled",0,1.48,0.63,0,29,1,16,"Adjective","a"
"unprintable",0,2.36,1.54,1,29,0.97,3,"Adjective","a"
"unprinted",0,2.91,1.59,3,26,0.88,0,"#N/A","f"
"unprivileged",0,2.18,1.28,0,28,1,0,"#N/A","f"
"unproblematic",0,1.85,0.97,2,28,0.93,0,"#N/A","f"
"unprocessed",0,2.44,1.4,1,28,0.96,1,"Adjective","a"
"unproduced",0,2.5,1.43,2,30,0.93,5,"Adjective","a"
"unproductive",0,2.32,1.47,0,28,1,14,"Adjective","a"
"unproductively",0,1.73,1.01,0,30,1,0,"#N/A","f"
"unproductiveness",0,1.5,0.83,2,26,0.92,0,"#N/A","f"
"unprofessed",0,1.81,1.13,2,28,0.93,0,"#N/A","f"
"unprofessional",0,1.85,0.91,0,27,1,77,"Adjective","a"
"unprofessionalism",0,1.89,1.09,0,27,1,0,"#N/A","f"
"unprofessionally",0,1.5,0.69,0,28,1,1,"Adverb","r"
"unprofitable",0,2.14,1.22,0,29,1,4,"Adjective","a"
"unprofitably",0,2,1.26,1,27,0.96,0,"#N/A","f"
"unprogressive",0,2.07,1.12,1,29,0.97,1,"Adjective","a"
"unprolific",0,1.87,1.22,1,31,0.97,0,"#N/A","f"
"unpromising",0,1.28,0.65,0,29,1,3,"Adjective","a"
"unpromisingly",0,1.48,0.85,2,29,0.93,0,"#N/A","f"
"unprompted",0,2,1.2,0,29,1,1,"Adjective","a"
"unpronounceable",0,1.79,0.92,0,28,1,4,"Adjective","a"
"unpronounced",0,2.04,1.02,2,27,0.93,0,"#N/A","f"
"unprosecuted",0,2.04,1.25,1,27,0.96,0,"#N/A","f"
"unprotected",0,2.32,1.31,0,28,1,63,"Adjective","a"
"unproved",0,1.96,1.2,3,27,0.89,1,"Adjective","a"
"unproven",0,1.73,1.22,0,26,1,11,"Adjective","a"
"unprovoked",0,1.72,0.88,1,30,0.97,24,"Adjective","a"
"unpublished",0,2.72,1.37,0,25,1,12,"Adjective","a"
"unpunctual",0,1.83,0.89,2,25,0.92,1,"Adjective","a"
"unpunctually",0,2.11,1.19,0,27,1,0,"#N/A","f"
"unpunctuated",0,2.4,1.47,2,27,0.93,0,"#N/A","f"
"unpunished",0,2.28,1.25,0,29,1,36,"Adjective","a"
"unpurified",0,2.07,1.03,0,29,1,0,"#N/A","f"
"unqualified",0,1.97,1.1,0,30,1,27,"Adjective","a"
"unquenchable",0,2.34,1.23,1,30,0.97,12,"Adjective","a"
"unquenched",0,2.27,1.08,0,30,1,0,"#N/A","f"
"unquestionable",0,1.54,0.92,1,29,0.97,2,"Adjective","a"
"unquestionably",0,1.72,1,0,29,1,14,"Adverb","r"
"unquestioned",0,1.72,1.07,0,29,1,13,"Adjective","a"
"unquestioning",0,1.57,0.92,0,28,1,6,"Adjective","a"
"unquestioningly",0,1.59,0.82,0,29,1,1,"Adverb","r"
"unquotable",0,1.52,0.87,0,25,1,0,"#N/A","f"
"unquote",0,2.19,1.3,1,28,0.96,39,"Verb","v"
"unquoted",0,2.26,1.23,2,29,0.93,0,"#N/A","f"
"unraced",0,1.74,1.05,4,27,0.85,0,"#N/A","f"
"unranked",0,2,0.96,0,25,1,3,"Adjective","a"
"unrated",0,2.15,1.43,0,27,1,1,"Adjective","a"
"unravel",0,2.59,1.47,0,27,1,49,"Verb","v"
"unraveled",0,3.13,1.17,0,30,1,12,"Adjective","a"
"unraveling",0,2.79,1.21,0,29,1,13,"Verb","v"
"unreachable",0,2.07,1.22,0,29,1,22,"Adjective","a"
"unreachably",0,2.11,1.17,3,31,0.9,0,"#N/A","f"
"unreached",0,2.68,1.22,1,29,0.97,0,"#N/A","f"
"unread",0,2.03,1.21,0,29,1,5,"Adjective","a"
"unreadable",0,2.3,1.27,0,27,1,6,"Adjective","a"
"unready",0,2.27,1.28,1,27,0.96,0,"#N/A","f"
"unreal",0,1.52,0.98,0,27,1,127,"Adjective","a"
"unrealism",0,1.59,0.87,2,31,0.94,0,"#N/A","f"
"unrealistic",0,1.89,1.19,0,27,1,56,"Adjective","a"
"unreality",0,1.52,0.87,2,27,0.93,5,"Noun","n"
"unrealizable",0,1.66,1.14,1,30,0.97,0,"#N/A","f"
"unrealized",0,1.66,0.97,0,29,1,2,"Adjective","a"
"unreason",0,2.28,1.4,3,28,0.89,2,"Noun","n"
"unreasonable",0,1.6,1.16,0,30,1,194,"Adjective","a"
"unreasonableness",0,1.83,0.98,3,26,0.88,1,"Noun","n"
"unreasonably",0,1.6,0.93,0,30,1,9,"Adverb","r"
"unreasoned",0,1.74,1.29,1,28,0.96,1,"Adjective","a"
"unreasoning",0,1.79,0.92,0,28,1,4,"Adjective","a"
"unreasoningly",0,2,1.09,4,27,0.85,0,"#N/A","f"
"unrecalled",0,1.56,1.05,2,29,0.93,0,"#N/A","f"
"unreceptive",0,2.28,1.54,1,26,0.96,0,"#N/A","f"
"unreciprocated",0,2.19,1.11,1,28,0.96,0,"#N/A","f"
"unrecognizable",0,2.11,1.13,0,28,1,14,"Adjective","a"
"unrecognizably",0,1.4,0.65,1,26,0.96,0,"#N/A","f"
"unrecognized",0,2.25,1.24,0,28,1,6,"Adjective","a"
"unrecognizing",0,2.33,1.43,3,27,0.89,0,"#N/A","f"
"unrecorded",0,2.19,1.04,1,28,0.96,4,"Adjective","a"
"unrecoverable",0,1.79,0.99,1,29,0.97,3,"Adjective","a"
"unrecovered",0,2.21,1.1,0,28,1,1,"Adjective","a"
"unredeemable",0,1.45,0.87,0,29,1,2,"Adjective","a"
"unredeemed",0,1.54,0.92,2,30,0.93,1,"Adjective","a"
"unreduced",0,2.21,1.06,4,28,0.86,0,"#N/A","f"
"unreeled",0,2.62,1.56,4,28,0.86,0,"#N/A","f"
"unreeling",0,1.92,1.06,1,25,0.96,0,"#N/A","f"
"unreferenced",0,2.42,1.47,3,29,0.9,0,"#N/A","f"
"unrefined",0,2.53,1.55,0,30,1,12,"Adjective","a"
"unreflecting",0,2,1.24,1,24,0.96,0,"#N/A","f"
"unreflective",0,2.52,1.41,0,23,1,0,"#N/A","f"
"unreflectively",0,2.52,1.33,1,30,0.97,0,"#N/A","f"
"unreformed",0,1.85,1.08,1,27,0.96,0,"#N/A","f"
"unrefrigerated",0,2.83,1.56,0,29,1,2,"Adjective","a"
"unregistered",0,2.3,1.44,0,30,1,17,"Adjective","a"
"unregretful",0,2,1.38,3,27,0.89,0,"#N/A","f"
"unregulated",0,1.66,0.81,0,29,1,6,"Adjective","a"
"unrehearsed",0,2.21,1.21,0,29,1,5,"Adjective","a"
"unreinforced",0,2.42,1.45,1,27,0.96,1,"Adjective","a"
"unrelated",0,1.74,1.02,0,27,1,54,"Adjective","a"
"unreleased",0,2.54,1.4,1,29,0.97,2,"Adjective","a"
"unrelenting",0,2.04,0.87,1,27,0.96,23,"Adjective","a"
"unrelentingly",0,1.86,1.11,1,29,0.97,3,"Adverb","r"
"unreliability",0,1.93,1.09,0,28,1,0,"#N/A","f"
"unreliable",0,1.83,1.26,0,29,1,85,"Adjective","a"
"unreliably",0,2.15,1.29,0,26,1,1,"Adverb","r"
"unrelieved",0,1.79,0.73,0,29,1,1,"Adjective","a"
"unreligious",0,1.69,1.19,1,27,0.96,1,"Adjective","a"
"unremarkable",0,1.81,1.11,0,27,1,21,"Adjective","a"
"unremarked",0,2.04,1.34,3,28,0.89,1,"Adjective","a"
"unremembered",0,1.56,0.75,2,29,0.93,1,"Adjective","a"
