"Word","Bigram","Conc.M","Conc.SD","Unknown","Total","Percent_known","SUBTLEX","Dom_Pos","Dom_Pos_s"
"unremitting",0,1.84,1.18,4,29,0.86,3,"Adjective","a"
"unremorseful",0,1.89,1.23,1,29,0.97,1,"Adjective","a"
"unremorsefully",0,1.71,1.08,2,30,0.93,0,"#N/A","f"
"unrenowned",0,1.68,0.75,1,26,0.96,0,"#N/A","f"
"unrented",0,3.12,1.3,2,27,0.93,0,"#N/A","f"
"unrepaired",0,3,1.41,0,27,1,1,"Adjective","a"
"unrepeatable",0,2.44,1.45,2,27,0.93,1,"Adjective","a"
"unrepeated",0,2.41,1.48,0,29,1,0,"#N/A","f"
"unrepentant",0,1.96,1.32,2,29,0.93,12,"Adjective","a"
"unrepentantly",0,1.41,0.57,2,29,0.93,1,"Adverb","r"
"unreported",0,2.07,1.36,0,30,1,9,"Adjective","a"
"unrepresentative",0,1.58,0.99,2,28,0.93,0,"#N/A","f"
"unrepresented",0,1.92,1.08,2,27,0.93,2,"Adjective","a"
"unrepressed",0,1.41,0.84,2,29,0.93,0,"#N/A","f"
"unrequested",0,1.93,1.41,0,27,1,1,"Adjective","a"
"unrequited",0,2,1.05,1,29,0.97,22,"Adjective","a"
"unreserved",0,1.56,1.09,1,28,0.96,0,"#N/A","f"
"unreservedly",0,1.61,0.74,0,28,1,2,"Adverb","r"
"unreservedness",0,2.19,1.27,2,28,0.93,0,"#N/A","f"
"unresisting",0,1.83,1.04,0,29,1,0,"#N/A","f"
"unresistingly",0,2.03,1.12,1,30,0.97,0,"#N/A","f"
"unresolved",0,1.87,1.04,0,30,1,42,"Adjective","a"
"unrespectable",0,1.5,0.66,1,25,0.96,0,"#N/A","f"
"unresponsive",0,2.63,1.36,0,27,1,35,"Adjective","a"
"unresponsively",0,1.73,0.96,1,27,0.96,0,"#N/A","f"
"unresponsiveness",0,2.29,1.21,0,28,1,0,"#N/A","f"
"unrest",0,2.24,1.02,0,29,1,52,"Noun","n"
"unrestrained",0,2.74,1.29,0,27,1,7,"Adjective","a"
"unrestrainedly",0,1.96,0.88,4,27,0.85,0,"#N/A","f"
"unrestraint",0,1.92,1.26,3,28,0.89,0,"#N/A","f"
"unrestricted",0,2.04,1.22,0,27,1,11,"Adjective","a"
"unrestrictedly",0,2.32,1.44,1,26,0.96,0,"#N/A","f"
"unrestrictive",0,2.57,1.23,0,28,1,0,"#N/A","f"
"unretired",0,2.48,1.19,1,28,0.96,0,"#N/A","f"
"unreturned",0,2.71,1.24,1,29,0.97,11,"Adjective","a"
"unrevealed",0,2.31,1.29,1,27,0.96,2,"Adjective","a"
"unrevealing",0,2.08,1.1,1,25,0.96,1,"Adjective","a"
"unrevealingly",0,1.92,1.02,2,28,0.93,0,"#N/A","f"
"unreviewable",0,2,1.29,2,27,0.93,0,"#N/A","f"
"unrevised",0,2.43,1.37,1,29,0.97,0,"#N/A","f"
"unrevoked",0,1.56,0.75,2,29,0.93,0,"#N/A","f"
"unrewarded",0,1.7,0.82,1,28,0.96,7,"Adjective","a"
"unrewarding",0,1.32,0.63,1,26,0.96,3,"Adjective","a"
"unrigged",0,3.28,1.46,2,27,0.93,0,"#N/A","f"
"unrigging",0,2.69,1.54,3,29,0.9,0,"#N/A","f"
"unrighteous",0,2.04,1.37,1,28,0.96,7,"Adjective","a"
"unrighteousness",0,1.42,0.93,0,24,1,1,"Noun","n"
"unrightfully",0,1.52,0.98,3,30,0.9,0,"#N/A","f"
"unripe",0,3.31,1.35,2,28,0.93,2,"Adjective","a"
"unrivaled",0,1.76,0.83,0,29,1,5,"Adjective","a"
"unrivalled",0,1.65,0.85,2,28,0.93,5,"Adjective","a"
"unroasted",0,3.57,1.23,2,30,0.93,0,"#N/A","f"
"unrobed",0,3.65,1.23,2,28,0.93,0,"#N/A","f"
"unroll",0,3.45,1.33,0,29,1,9,"Verb","v"
"unrolled",0,3.41,1.3,0,29,1,6,"Verb","v"
"unrolling",0,2.96,1.62,3,31,0.9,2,"Verb","v"
"unromantic",0,1.86,1.01,1,29,0.97,24,"Adjective","a"
"unromantically",0,1.89,0.89,1,28,0.96,0,"#N/A","f"
"unroofed",0,3.31,1.38,3,29,0.9,0,"#N/A","f"
"unrounded",0,2.5,1.42,4,30,0.87,0,"#N/A","f"
"unruffled",0,3,1.07,1,28,0.96,2,"Adjective","a"
"unruliness",0,2.14,1.06,1,30,0.97,0,"#N/A","f"
"unruly",0,2.27,1.37,0,26,1,36,"Adjective","a"
"unrushed",0,1.72,0.96,0,29,1,0,"#N/A","f"
"unsacred",0,1.41,0.69,2,29,0.93,0,"#N/A","f"
"unsaddle",0,3.79,1.41,1,25,0.96,3,"Verb","v"
"unsaddled",0,3.23,1.34,3,29,0.9,2,"Adjective","a"
"unsaddling",0,3.14,1.38,1,30,0.97,0,"#N/A","f"
"unsafe",0,1.89,1.03,0,28,1,77,"Adjective","a"
"unsafeguarded",0,1.74,1.01,2,25,0.92,0,"#N/A","f"
"unsafely",0,1.63,0.72,0,30,1,0,"#N/A","f"
"unsaid",0,2.1,1.11,0,29,1,37,"Verb","v"
"unsalaried",0,2.23,1.27,2,28,0.93,0,"#N/A","f"
"unsalted",0,3.9,1.12,0,30,1,3,"Adjective","a"
"unsalvageable",0,2.37,1.19,0,30,1,1,"Adjective","a"
"unsanctified",0,1.56,0.92,3,28,0.89,4,"Adjective","a"
"unsanctioned",0,1.63,1.15,2,29,0.93,2,"Adjective","a"
"unsanitary",0,2.86,1.43,0,28,1,21,"Adjective","a"
"unsatisfactorily",0,2.26,1.2,1,28,0.96,0,"#N/A","f"
"unsatisfactory",0,2.1,1.4,0,29,1,18,"Adjective","a"
"unsatisfied",0,1.86,1.04,0,28,1,28,"Adjective","a"
"unsatisfying",0,1.66,0.97,0,29,1,15,"Verb","v"
"unsaturated",0,2.52,1.61,0,25,1,1,"Adjective","a"
"unsaved",0,1.87,1.01,0,30,1,2,"Adjective","a"
"unsavorily",0,1.68,0.95,2,27,0.93,0,"#N/A","f"
"unsavory",0,1.75,1.08,1,29,0.97,39,"Adjective","a"
"unscarred",0,2.54,1.35,3,27,0.89,0,"#N/A","f"
"unscathed",0,2.8,1.4,0,30,1,19,"Adjective","a"
"unscented",0,3,1.66,0,30,1,3,"Adjective","a"
"unscheduled",0,2.21,1.34,0,28,1,30,"Adjective","a"
"unscholarly",0,1.96,1.4,1,28,0.96,0,"#N/A","f"
"unschooled",0,2.04,1.16,0,27,1,3,"Adjective","a"
"unscientific",0,1.96,1.08,1,27,0.96,11,"Adjective","a"
"unscientifically",0,1.85,1.1,1,28,0.96,0,"#N/A","f"
"unscramble",0,2.87,1.28,0,30,1,11,"Verb","v"
"unscrambled",0,2.83,1.34,0,30,1,3,"Adjective","a"
"unscrambling",0,2.62,1.1,0,26,1,1,"Verb","v"
"unscratched",0,3.07,1.52,2,29,0.93,0,"#N/A","f"
"unscreened",0,2.9,1.26,0,29,1,1,"Adjective","a"
"unscrew",0,3.93,1.26,0,30,1,25,"Verb","v"
"unscrewed",0,3.65,1.44,0,26,1,8,"Verb","v"
"unscrewing",0,3.97,1.27,0,29,1,5,"Verb","v"
"unscripted",0,2.6,1.38,0,30,1,3,"Adjective","a"
"unscrupulous",0,1.62,0.94,0,29,1,29,"Adjective","a"
"unscrupulously",0,1.5,0.81,3,29,0.9,0,"#N/A","f"
"unscrupulousness",0,1.45,0.69,1,30,0.97,0,"#N/A","f"
"unseal",0,3.04,1.22,1,27,0.96,4,"Verb","v"
"unsealed",0,3.68,1.39,0,28,1,4,"Verb","v"
"unsealing",0,2.95,1.36,3,24,0.88,2,"Verb","v"
"unsearchable",0,1.75,1,1,29,0.97,1,"Adjective","a"
"unsearchableness",0,2,0.91,3,28,0.89,0,"#N/A","f"
"unsearched",0,1.68,0.98,2,30,0.93,0,"#N/A","f"
"unseasonable",0,2.08,1,1,26,0.96,4,"Adjective","a"
"unseasonably",0,1.68,0.95,1,26,0.96,5,"Adverb","r"
"unseasoned",0,2.9,1.52,0,29,1,1,"Adjective","a"
"unseat",0,3.07,1.27,2,29,0.93,3,"Verb","v"
"unseated",0,2.79,1.55,0,28,1,2,"Verb","v"
"unseaworthy",0,2.7,1.41,2,29,0.93,0,"#N/A","f"
"unsecure",0,2.52,1.3,1,30,0.97,0,"#N/A","f"
"unsecured",0,2.83,1.39,0,30,1,9,"Adjective","a"
"unseeing",0,2.32,1.18,1,26,0.96,1,"Adjective","a"
"unseeingly",0,2.11,1.28,2,29,0.93,0,"#N/A","f"
"unseemliness",0,1.83,1.01,3,27,0.89,1,"Noun","n"
"unseemly",0,1.68,1.06,1,29,0.97,25,"Adverb","r"
"unseen",0,1.67,1.03,0,30,1,110,"Adjective","a"
"unselect",0,2.77,1.61,0,30,1,0,"#N/A","f"
"unselected",0,2.44,1.42,0,27,1,0,"#N/A","f"
"unselective",0,2.04,1.21,2,27,0.93,0,"#N/A","f"
"unselfconscious",0,1.76,1.02,1,30,0.97,1,"Adjective","a"
"unselfish",0,1.5,0.81,0,26,1,44,"Adjective","a"
"unselfishly",0,1.81,1.05,0,31,1,8,"Adverb","r"
"unselfishness",0,1.7,1.14,0,27,1,1,"Noun","n"
"unsent",0,2.54,1.53,1,29,0.97,0,"#N/A","f"
"unsentimental",0,1.92,1.2,0,26,1,3,"Adjective","a"
"unsentimentally",0,1.93,1.09,2,30,0.93,0,"#N/A","f"
"unserious",0,1.93,1.14,3,30,0.9,3,"Adjective","a"
"unserviceable",0,1.81,0.98,3,29,0.9,0,"#N/A","f"
"unset",0,2,1.26,4,29,0.86,1,"Verb","v"
"unsettle",0,2.16,1.25,0,25,1,3,"Verb","v"
"unsettled",0,2.25,1.21,0,28,1,35,"Verb","v"
"unsettledness",0,1.38,0.49,2,26,0.92,0,"#N/A","f"
"unsettlement",0,1.81,0.75,3,29,0.9,2,"Noun","n"
"unsettling",0,1.42,0.7,1,27,0.96,41,"Verb","v"
"unsexed",0,2.6,1.35,3,28,0.89,0,"#N/A","f"
"unshackle",0,3.14,1.41,1,29,0.97,2,"Verb","v"
"unshackled",0,3.4,1.57,0,30,1,3,"Adjective","a"
"unshackling",0,3.14,1.08,1,29,0.97,0,"#N/A","f"
"unshakable",0,2.07,1.33,1,29,0.97,10,"Adjective","a"
"unshakably",0,1.64,1.03,1,29,0.97,1,"Adverb","r"
"unshakeable",0,2.19,1.39,0,27,1,2,"Adjective","a"
"unshaken",0,2.21,1.11,0,29,1,1,"Noun","n"
"unshaped",0,2.86,1.49,2,24,0.92,0,"#N/A","f"
"unshapely",0,2,1.29,2,27,0.93,1,"Adverb","r"
"unshared",0,1.86,0.99,3,25,0.88,0,"#N/A","f"
"unsharpened",0,3.58,1.3,2,28,0.93,0,"#N/A","f"
"unshaved",0,4.25,1.04,1,29,0.97,2,"Adjective","a"
"unshaven",0,4.24,1.12,1,30,0.97,6,"Adjective","a"
"unsheathe",0,3.76,1.27,2,27,0.93,1,"Verb","v"
"unsheathed",0,3.42,1.36,1,27,0.96,2,"Adjective","a"
"unsheathing",0,3.11,1.45,3,30,0.9,1,"Verb","v"
"unshelled",0,4.17,0.98,3,26,0.88,2,"Adjective","a"
"unsheltered",0,2.54,1.35,1,25,0.96,0,"#N/A","f"
"unshielded",0,2.59,1.35,0,29,1,1,"Adjective","a"
"unshipped",0,2.63,1.31,1,28,0.96,0,"#N/A","f"
"unshrinking",0,2.42,1.06,3,27,0.89,0,"#N/A","f"
"unsighted",0,2.04,1.1,2,27,0.93,0,"#N/A","f"
"unsightliness",0,2.44,1.05,2,29,0.93,0,"#N/A","f"
"unsightly",0,2.11,1.12,0,27,1,19,"Adjective","a"
"unsigned",0,3.53,1.38,0,30,1,20,"Adjective","a"
"unsinkable",0,2.6,1.25,0,30,1,5,"Adjective","a"
"unskilled",0,1.97,1.18,0,29,1,3,"Adjective","a"
"unskillful",0,1.96,1.17,1,29,0.97,1,"Adjective","a"
"unskillfully",0,2.14,1.06,0,29,1,0,"#N/A","f"
"unsliced",0,3.14,1.41,0,29,1,0,"#N/A","f"
"unsmiling",0,2.78,1.51,3,26,0.88,6,"Adjective","a"
"unsmilingly",0,2.67,1.4,4,28,0.86,0,"#N/A","f"
"unsmooth",0,3.46,1.5,1,29,0.97,0,"#N/A","f"
"unsmoothed",0,2.74,1.26,1,28,0.96,0,"#N/A","f"
"unsnap",0,2.96,1.51,0,27,1,0,"#N/A","f"
"unsnapped",0,3.25,1.39,4,28,0.86,2,"Adjective","a"
"unsnarl",0,2.7,1.3,3,30,0.9,1,"Noun","n"
"unsociability",0,1.64,0.78,3,31,0.9,0,"#N/A","f"
"unsociable",0,1.85,0.95,1,28,0.96,6,"Adjective","a"
"unsociably",0,1.67,0.88,0,27,1,0,"#N/A","f"
"unsocial",0,2,1.12,1,26,0.96,4,"Adjective","a"
"unsoiled",0,2.81,1.3,0,27,1,0,"#N/A","f"
"unsold",0,2.74,1.63,1,28,0.96,7,"Adjective","a"
"unsolicited",0,2.11,1.17,0,28,1,22,"Adjective","a"
"unsolvable",0,1.93,1.24,0,27,1,5,"Adjective","a"
"unsolved",0,2,1.08,0,30,1,106,"Adjective","a"
"unsophisticated",0,2.1,1.03,0,30,1,15,"Adjective","a"
"unsorted",0,2.81,1.44,0,26,1,0,"#N/A","f"
"unsought",0,1.81,1.02,4,30,0.87,1,"Adjective","a"
"unsound",0,1.74,1.01,3,26,0.88,23,"Adjective","a"
"unsoundly",0,2.23,1.23,4,26,0.85,0,"#N/A","f"
"unsoundness",0,1.93,0.96,2,29,0.93,0,"#N/A","f"
"unsown",0,2.58,1.5,4,28,0.86,1,"Noun","n"
"unsparingly",0,1.77,1.07,2,28,0.93,1,"Adverb","r"
"unspeakable",0,1.52,0.8,0,27,1,95,"Adjective","a"
"unspeakably",0,1.89,0.99,1,29,0.97,10,"Adverb","r"
"unspeaking",0,2.12,1.36,4,28,0.86,0,"#N/A","f"
"unspecialized",0,2.23,1.34,1,27,0.96,0,"#N/A","f"
"unspecific",0,1.41,0.69,1,28,0.96,2,"Adjective","a"
"unspecified",0,1.44,0.65,0,25,1,13,"Adjective","a"
"unspectacular",0,1.38,0.92,2,26,0.92,3,"Adjective","a"
"unspectacularly",0,2,1.22,2,30,0.93,0,"#N/A","f"
"unspent",0,1.78,1.19,2,29,0.93,1,"Adjective","a"
"unspiritual",0,1.33,0.92,0,30,1,0,"#N/A","f"
"unspoiled",0,2.32,1.28,0,31,1,19,"Adjective","a"
"unspoken",0,2.21,1.2,0,28,1,58,"Adjective","a"
"unsponsored",0,2.28,1.19,2,31,0.94,2,"Adjective","a"
"unsporting",0,1.81,1,0,27,1,2,"Verb","v"
"unsportsmanlike",0,2,1.07,1,30,0.97,6,"Adjective","a"
"unspotted",0,2.81,1.47,3,30,0.9,1,"Adjective","a"
"unstable",0,2.52,1.4,0,29,1,260,"Adjective","a"
"unstableness",0,1.69,0.97,0,29,1,0,"#N/A","f"
"unstably",0,1.68,0.85,4,29,0.86,2,"Adverb","r"
"unstaffed",0,2.7,1.35,0,27,1,0,"#N/A","f"
"unstained",0,3.21,1.47,3,27,0.89,3,"Adjective","a"
"unstamped",0,3.26,1.51,1,28,0.96,0,"#N/A","f"
"unstated",0,1.92,1.08,2,27,0.93,3,"Adjective","a"
"unstaunched",0,2.12,1.24,2,28,0.93,0,"#N/A","f"
"unsteadied",0,2.52,1.24,4,27,0.85,0,"#N/A","f"
"unsteadily",0,2.81,1.33,1,27,0.96,1,"Adverb","r"
"unsteadiness",0,2.44,1.19,1,28,0.96,1,"Noun","n"
"unsteady",0,2.75,1.21,0,28,1,17,"Adjective","a"
"unsteadying",0,1.64,0.83,0,28,1,0,"#N/A","f"
"unsterile",0,2.41,1.42,1,28,0.96,0,"#N/A","f"
"unsterilized",0,2.85,1.32,2,29,0.93,3,"Adjective","a"
"unstilted",0,1.76,0.88,4,29,0.86,0,"#N/A","f"
"unstipulated",0,2,1.12,2,27,0.93,0,"#N/A","f"
"unstirred",0,3.11,1.26,1,29,0.97,0,"#N/A","f"
"unstitch",0,3.37,1.6,0,27,1,0,"#N/A","f"
"unstitched",0,3.56,1.25,1,28,0.96,0,"#N/A","f"
"unstitching",0,3.16,1.31,2,27,0.93,0,"#N/A","f"
"unstoppable",0,2.37,1.39,0,27,1,87,"Adjective","a"
"unstopped",0,2.26,1.16,1,28,0.96,1,"Adjective","a"
"unstrained",0,2.29,1.46,1,29,0.97,0,"#N/A","f"
"unstrapped",0,3.32,1.35,1,26,0.96,1,"Adjective","a"
"unstressed",0,1.82,0.98,1,29,0.97,0,"#N/A","f"
"unstring",0,3.2,1.22,3,28,0.89,1,"Verb","v"
"unstructured",0,2.04,1.04,0,28,1,2,"Adjective","a"
"unstrung",0,2.56,1.29,3,28,0.89,6,"Verb","v"
"unstuck",0,2.72,1.49,0,29,1,11,"Adjective","a"
"unstudied",0,1.69,0.84,2,28,0.93,1,"Adjective","a"
"unstuffed",0,2.63,1.25,0,30,1,0,"#N/A","f"
"unstylish",0,2.1,1.03,0,30,1,0,"#N/A","f"
"unsubscribed",0,2.67,1.52,0,27,1,0,"#N/A","f"
"unsubscribing",0,2.63,1.56,0,30,1,0,"#N/A","f"
"unsubsidized",0,1.85,1.05,1,27,0.96,0,"#N/A","f"
"unsubstantial",0,1.73,1.11,0,30,1,1,"Adjective","a"
"unsubstantially",0,1.52,0.85,2,29,0.93,0,"#N/A","f"
"unsubstantiated",0,1.82,0.9,2,30,0.93,16,"Adjective","a"
"unsubtle",0,2.07,1.25,1,30,0.97,0,"#N/A","f"
"unsubtly",0,1.86,1.01,0,28,1,1,"Adverb","r"
"unsuccessful",0,2.25,1.21,0,28,1,44,"Adjective","a"
"unsuccessfully",0,1.68,1.02,0,28,1,10,"Adverb","r"
"unsuccessfulness",0,1.85,1.01,2,28,0.93,0,"#N/A","f"
"unsuitability",0,2,1.39,0,27,1,1,"Noun","n"
"unsuitable",0,1.52,0.92,1,26,0.96,24,"Adjective","a"
"unsuitableness",0,1.93,0.83,2,29,0.93,0,"#N/A","f"
"unsuitably",0,1.31,0.62,0,26,1,0,"#N/A","f"
"unsuited",0,2.31,1.34,1,30,0.97,5,"Adjective","a"
"unsung",0,1.77,1.07,2,28,0.93,13,"Adjective","a"
"unsupervised",0,2.59,1.32,0,29,1,31,"Adjective","a"
"unsupplied",0,2.75,1.32,1,29,0.97,0,"#N/A","f"
"unsupportable",0,1.85,1.26,1,27,0.96,2,"Adjective","a"
"unsupported",0,2.04,1.1,1,29,0.97,13,"Adjective","a"
"unsuppressed",0,1.88,0.99,1,27,0.96,0,"#N/A","f"
"unsure",0,2,0.89,0,29,1,52,"Adjective","a"
"unsurpassable",0,2.11,1.34,1,28,0.96,0,"#N/A","f"
"unsurpassed",0,2.21,1.29,0,29,1,13,"Adjective","a"
"unsurprised",0,2.15,1.22,0,26,1,0,"#N/A","f"
"unsurprising",0,2,1.16,0,29,1,0,"#N/A","f"
"unsusceptible",0,2.04,1.14,0,28,1,0,"#N/A","f"
"unsuspected",0,1.65,1.06,0,26,1,8,"Adjective","a"
"unsuspecting",0,1.73,1.14,0,30,1,53,"Adjective","a"
"unsuspectingly",0,1.77,1.11,0,26,1,1,"Adverb","r"
"unsuspended",0,2.12,1.24,1,26,0.96,0,"#N/A","f"
"unsuspicious",0,1.68,0.82,0,28,1,0,"#N/A","f"
"unsustainable",0,1.46,0.86,3,29,0.9,4,"Adjective","a"
"unswayable",0,2,1.22,0,29,1,0,"#N/A","f"
"unsweetened",0,3.66,1.29,0,29,1,1,"Adjective","a"
"unswerving",0,2.28,1.17,2,27,0.93,2,"Adjective","a"
"unswervingly",0,1.89,1.22,2,29,0.93,0,"#N/A","f"
"unsworn",0,1.8,1.12,1,26,0.96,0,"#N/A","f"
"unsymmetrical",0,2.52,1.42,3,28,0.89,0,"#N/A","f"
"unsympathetic",0,1.45,0.78,0,29,1,22,"Adjective","a"
"unsympathetically",0,1.46,0.64,0,28,1,0,"#N/A","f"
"unsynchronized",0,2.89,1.31,1,28,0.96,0,"#N/A","f"
"unsystematic",0,1.76,1.02,0,29,1,0,"#N/A","f"
"unsystematically",0,2.13,1.48,0,30,1,0,"#N/A","f"
"untactful",0,1.86,1.21,4,26,0.85,0,"#N/A","f"
"untagged",0,3.77,1.24,1,27,0.96,0,"#N/A","f"
"untainted",0,1.96,0.75,1,25,0.96,5,"Adjective","a"
"untaken",0,2.03,0.98,2,31,0.94,0,"#N/A","f"
"untalented",0,2.2,1.27,0,30,1,12,"Adjective","a"
"untamable",0,1.72,0.84,2,27,0.93,4,"Adjective","a"
"untamed",0,2.07,1.3,0,28,1,33,"Adjective","a"
"untangle",0,3.08,1.32,0,26,1,15,"Verb","v"
"untangled",0,3.3,1.23,0,27,1,3,"Adjective","a"
"untangling",0,3.22,1.05,0,27,1,5,"Verb","v"
"untapped",0,2.21,1.26,1,29,0.97,16,"Adjective","a"
"untarnished",0,2.56,1.33,0,25,1,4,"Adjective","a"
"untaught",0,1.96,1.22,2,29,0.93,1,"Noun","n"
"untaxed",0,2.3,1.18,0,30,1,2,"Adjective","a"
"untelevised",0,2.1,1.37,1,32,0.97,1,"Adjective","a"
"untellable",0,1.38,0.78,1,30,0.97,0,"#N/A","f"
"untended",0,2.29,1.27,4,28,0.86,1,"Adjective","a"
"untendered",0,2.23,1.31,2,24,0.92,0,"#N/A","f"
"untested",0,2.04,1.24,3,28,0.89,8,"Adjective","a"
"unthankful",0,2.12,1.2,2,27,0.93,1,"Adjective","a"
"unthankfully",0,2.07,1.27,0,28,1,0,"#N/A","f"
"unthawed",0,3.81,1.23,1,27,0.96,1,"Adjective","a"
"unthinkable",0,1.45,0.91,0,29,1,69,"Adjective","a"
"unthinkably",0,1.7,1.07,3,30,0.9,1,"Adverb","r"
"unthinking",0,1.96,1.2,1,29,0.97,2,"Adjective","a"
"unthinkingly",0,1.82,1.02,1,29,0.97,0,"#N/A","f"
"unthread",0,3.44,1.55,2,29,0.93,0,"#N/A","f"
"unthreaded",0,3.33,1.32,0,30,1,0,"#N/A","f"
"unthreatened",0,2.15,1.01,1,27,0.96,2,"Adjective","a"
"unthreatening",0,2.26,1.45,3,26,0.88,1,"Verb","v"
"unthrifty",0,1.96,1.08,2,28,0.93,1,"Adjective","a"
"untidily",0,2.56,1.19,2,27,0.93,0,"#N/A","f"
"untidiness",0,2.97,1.32,1,30,0.97,1,"Noun","n"
"untidy",0,3.07,1.31,1,30,0.97,21,"Adjective","a"
"untie",0,3.89,1.19,0,27,1,264,"Verb","v"
"untied",0,3.87,1.26,0,31,1,55,"Verb","v"
"until",0,1.33,0.71,0,30,1,15426,"Conjunction","f"
"untimed",0,2.75,1.45,1,25,0.96,2,"Adjective","a"
"untimely",0,2,1.12,1,29,0.97,44,"Adjective","a"
"untiring",0,2.04,1.11,2,25,0.92,6,"Adjective","a"
"untiringly",0,2.28,1.17,2,27,0.93,0,"#N/A","f"
"untitled",0,2,1.25,0,28,1,4,"Adjective","a"
"unto",0,1.65,1.16,3,29,0.9,389,"Preposition","f"
"untoasted",0,3.63,1.33,0,27,1,0,"#N/A","f"
"untold",0,1.76,0.87,0,29,1,62,"Adjective","a"
"untouchable",0,2.29,1.27,0,28,1,44,"Adjective","a"
"untouchably",0,1.85,1.1,3,30,0.9,0,"#N/A","f"
"untouched",0,2.71,1.46,1,29,0.97,52,"Adjective","a"
"untowardly",0,1.33,0.48,3,30,0.9,0,"#N/A","f"
"untraceable",0,2.24,1.38,0,29,1,59,"Adjective","a"
"untraced",0,1.83,1.01,2,26,0.92,1,"Adjective","a"
"untracked",0,1.96,1.09,1,28,0.96,1,"Adjective","a"
"untradeable",0,1.84,1.07,3,28,0.89,0,"#N/A","f"
"untraded",0,2.2,1.15,2,27,0.93,0,"#N/A","f"
"untraditional",0,1.89,1.09,1,28,0.96,1,"Adjective","a"
"untrained",0,2.41,1.32,0,29,1,22,"Adjective","a"
"untransformed",0,1.96,0.85,1,28,0.96,0,"#N/A","f"
"untranslatable",0,1.78,1.15,2,29,0.93,3,"Adjective","a"
"untraveled",0,2.04,0.92,1,27,0.96,0,"#N/A","f"
"untreatable",0,2.53,1.07,0,30,1,7,"Adjective","a"
"untreated",0,2.67,1.24,0,27,1,9,"Adjective","a"
"untried",0,1.86,1.18,1,29,0.97,12,"Adjective","a"
"untrimmed",0,2.96,1.35,0,28,1,0,"#N/A","f"
"untroubled",0,1.71,1.18,0,28,1,4,"Adjective","a"
"untrue",0,2.11,1.37,1,28,0.96,74,"Adjective","a"
"untruly",0,1.72,1.06,3,28,0.89,0,"#N/A","f"
"untrusting",0,1.4,0.56,0,30,1,6,"Verb","v"
"untrustworthiness",0,1.92,1.35,2,26,0.92,0,"#N/A","f"
"untrustworthy",0,2,1.17,0,30,1,21,"Adjective","a"
"untruth",0,2.21,1.47,0,29,1,5,"Noun","n"
"untruthful",0,1.76,0.99,0,29,1,5,"Adjective","a"
"untruthfully",0,2.03,1.33,0,30,1,0,"#N/A","f"
"untruthfulness",0,1.73,0.92,4,30,0.87,0,"0","f"
"unturned",0,2.42,1.45,1,27,0.96,22,"Adjective","a"
"untutored",0,2.08,1.13,3,29,0.9,5,"Adjective","a"
"untwine",0,2.67,1.27,3,30,0.9,1,"Verb","v"
"untwined",0,2.32,1.28,3,28,0.89,1,"Adjective","a"
"untwist",0,3.44,1.45,1,28,0.96,2,"Noun","n"
"untwisted",0,2.83,1.55,2,26,0.92,1,"Adjective","a"
"untwisting",0,3.68,1.39,1,29,0.97,0,"#N/A","f"
"untying",0,2.97,1.38,0,29,1,9,"Verb","v"
"untypical",0,2.09,1.08,2,25,0.92,0,"#N/A","f"
"untypically",0,1.59,0.8,2,29,0.93,0,"#N/A","f"
"unusable",0,1.88,1.05,0,25,1,14,"Adjective","a"
"unused",0,2.65,1.29,0,26,1,32,"Adjective","a"
"unusual",0,2.21,1.45,0,29,1,1210,"Adjective","a"
"unusually",0,1.81,1.18,0,27,1,95,"Adverb","r"
"unusualness",0,1.77,0.82,1,27,0.96,0,"#N/A","f"
"unutterable",0,2,1.06,1,27,0.96,1,"Adjective","a"
"unutterably",0,1.89,1.22,2,29,0.93,3,"Adverb","r"
"unvaccinated",0,2.25,1.24,0,28,1,0,"#N/A","f"
"unvalued",0,1.62,0.97,1,25,0.96,1,"Adjective","a"
"unvanquished",0,1.92,1.13,4,30,0.87,4,"Adjective","a"
"unvaried",0,2.18,1.36,1,29,0.97,0,"#N/A","f"
"unvarnished",0,3.5,1.14,1,29,0.97,6,"Adjective","a"
"unvarying",0,1.67,0.8,0,30,1,0,"#N/A","f"
"unvaryingly",0,1.82,0.86,0,28,1,0,"#N/A","f"
"unveil",0,2.97,1.35,0,30,1,38,"Verb","v"
"unveiled",0,3.59,1.15,0,27,1,14,"Verb","v"
"unveiling",0,2.48,1.34,1,28,0.96,52,"Verb","v"
"unvented",0,2.48,1.45,1,30,0.97,1,"Adjective","a"
"unventilated",0,3.03,1.3,0,29,1,1,"Adjective","a"
"unverifiable",0,1.5,0.64,1,29,0.97,1,"Adjective","a"
"unverified",0,2.19,1.42,1,28,0.96,4,"Adjective","a"
"unversed",0,1.92,1.22,2,27,0.93,0,"#N/A","f"
"unviable",0,1.97,1.3,1,30,0.97,1,"Adjective","a"
"unvisited",0,1.93,1.17,0,27,1,0,"#N/A","f"
"unvocal",0,2.56,1.19,1,28,0.96,0,"#N/A","f"
"unwaged",0,1.96,1.22,4,27,0.85,0,"#N/A","f"
"unwanted",0,2,1.05,0,30,1,70,"Adjective","a"
"unwariness",0,1.37,0.49,1,28,0.96,0,"#N/A","f"
"unwarlike",0,1.45,0.87,2,31,0.94,0,"#N/A","f"
"unwarned",0,1.56,0.7,2,29,0.93,1,"Adjective","a"
