item,mean RT,sd for RT,mean rating,sd for rating
abbey,1710.5,1012.8,4.4,2.5
abbot,1714.8,1191.6,3.5,2.5
abduct,2027.5,1889.6,4.8,2.3
able,1945.7,1770.5,2.5,1.9
aboard,2165.4,1778.4,4.9,2.1
abode,1565.5,1265.5,3,2.3
abort,1832.5,1524.4,4.1,2.2
about,1779.7,1896.6,2,1.9
above,1960.9,1300.8,4.1,2.3
abreast,1851.5,1454.2,1.8,1.3
abroad,2042.7,1588,4.2,2.4
abrupt,2451.6,2296.5,3.1,1.8
absence,2818.8,4679,4.2,1.9
absent,1745.1,944.2,4.2,2.2
absolve,2519.2,3108.1,2.5,2
absorb,2513,2860.3,4.5,2
abstract,1931.7,1664.5,3.9,2.2
absurd,2454.4,2521.6,3,1.8
abuse,1858.4,1578.6,4.9,2.2
abyss,1802,1239.1,4.3,2.4
accent,1633.3,814.5,3.8,2.3
accept,1619.3,907.5,3.4,2.4
access,2039.5,1544.3,3.2,2.2
accord,2304.7,2129.8,2.5,2.2
account,2063.6,1795.5,4.2,2
accuse,1932.6,1147,3.6,2
achieve,2076,1554.9,3.6,2.1
acid,1462.4,754.1,5.9,1.9
acne,1225.1,626.1,6.5,1.4
acorn,1415.4,708.7,6,2
acquire,2067.6,1665.1,3.2,1.7
acre,1593,740,5,2.3
action,1720.6,1355.5,4.1,2.3
active,1949.9,2951,4.8,2.1
actor,1156.4,476.2,6.1,1.8
actress,1460.5,1042,6.4,1.3
acute,2891.1,4359.3,3,1.9
adage,1893.4,1366.7,1.6,1.3
adapt,2105.4,1721.8,2.9,1.9
addict,1718.7,1765.7,5.3,2.1
address,5542.3,14750,5,2
adept,1306.5,1819.3,2,1.9
adhere,1577.8,776.4,3.2,2.3
adjourn,1968.9,2027,2.1,1.6
adjust,1550.1,2031.6,3.5,2.2
admire,2556.2,2258.4,3.1,1.8
admit,2014.9,2564.5,3,2.1
ado,1475.2,1403.8,2.2,2.2
adopt,2352.1,3002.3,3.4,2.4
adore,2084.7,1840.8,3.6,1.9
adrift,2091.9,1516.9,3.2,2
adult,1117.2,465,6.5,1.5
advance,1734,1408.5,3.3,2.3
adverse,2500,2551,2.1,1.5
advice,2230,1750,3.3,2.2
advise,2001.3,1696.3,3.1,2.1
afar,1752.9,1531.8,2.5,1.6
affair,1858.1,1722.9,4.4,2.1
affect,2548.8,2481,3.3,2.3
afford,1920.6,1283,4,2.1
affront,2168.8,2554.5,1.8,1.6
afloat,1944.5,2509.1,4.5,2.2
afoot,1993.5,1317,2.6,2.3
afraid,1992.4,2224.1,4.8,2.2
after,1675.6,931.9,2.4,1.8
again,1503.9,2157.6,2.1,1.5
against,2323.9,2980.6,3.2,2.1
agent,1508,948.6,5.4,2
ago,1789.6,1608.8,1.8,1.3
agree,1826.4,1454.1,3.4,2.3
agreed,2109.2,1538.9,2.6,1.9
ahead,1905.7,1667.7,3.8,2.2
ailment,2828.1,5141,3.5,2.3
airport,1198.4,598.8,6.8,1
alarm,1589.9,925.3,6,1.7
alas,2906.3,6778,2.3,2
album,1423.8,959.5,6.2,1.5
alert,2596.5,2914.1,4.6,2.2
align,1818.9,1612.3,3.7,2.1
alike,1782.8,1586.4,3.7,2.3
alive,1997.5,1792.2,5.1,2.2
alley,1483.8,987.7,6.4,1.3
allow,2033.8,1709.7,2.2,1.7
alloy,1949.9,1275.3,4.3,2.2
allure,2075.1,2087.4,3.1,2.4
ally,1425.8,911.2,5,2.5
almond,1215.6,587.1,6.8,1.2
almost,1566.1,1038,2.9,2
aloft,1982.6,2084,3.2,1.9
alone,1734.5,1127.3,4.6,2.4
along,1609,1369.8,2.5,1.8
aloof,2048,1865.1,2.4,1.7
aloud,2316.2,2481.6,3.5,2.2
alpha,2233.3,1856.5,3.8,2.5
alright,1930.1,1433.2,2.4,1.6
also,1974.7,1849.8,1.9,1.6
altar,1483.2,912.4,5.4,2.3
alter,2171.4,2028.5,5.1,2.4
although,1596.7,1297.5,1.8,1.6
alto,2200,3147.8,3.5,2.3
always,2490.7,2202.6,2.7,1.8
amaze,2038,2035.7,3.1,2.2
amber,1764.1,2257.4,5,2.4
ambush,2122.4,1513.1,4.7,2
amen,1574.5,1119.9,3.8,2.8
amend,1899,1370.3,2.2,1.7
amid,1627.9,1659.1,2.3,1.8
amidst,2069.5,1434.7,2.8,2.2
amiss,1568.5,983,2,1.9
ammo,1261.9,382.2,5.4,2.2
among,1753.2,1383.7,2.6,2
amount,1984.2,1449.5,3.3,2.3
amuck,2061.7,1850.4,2.2,1.5
amuse,2319.3,2430.3,3.7,2
anchor,1080.9,499.5,6,2
ancient,1599.3,952.2,5.6,1.8
android,1793.4,1517.8,3.5,2.4
anew,1758.4,1324.6,1.8,1.2
angel,1671.9,1605.2,6.3,1.6
anger,2000.2,3234.9,4.8,2.3
angle,2066.7,2232.1,5.4,2.1
angry,1350.7,710.7,5.1,2.1
anguish,1777.5,1563.6,3.3,2.1
ankle,1052,327.7,6.6,0.9
annals,2817.7,1901.7,2.4,1.7
annex,2168.5,2079.2,3.2,2.2
announce,2476.8,2920.3,3.3,1.9
annoy,1683.8,1168.4,4.3,2.3
answer,1846.8,961.2,4.2,2.3
ante,1636,712,2.6,2.2
anthem,1611.1,855.7,4.7,2.1
anthrax,1903.5,1355.2,5,2.4
antique,1758.1,1191.2,5.9,1.8
antsy,2266.7,2194.1,3.4,2
anvil,2102.7,3618.5,4.6,2.5
anxious,2265.6,2653.8,4.2,2.1
any,1996,1949.1,2,1.6
apart,1743.5,1188.1,3.8,2.5
apex,1879.9,1666.5,2.6,2.1
appeal,2230.7,2032.4,3.3,2.1
appear,2324.6,2354.4,4.2,2.1
applaud,1635.4,1002.6,5.8,1.5
applause,1420.7,773.3,5.4,2.3
apple,1010.6,357.1,6.9,0.6
apply,2012.5,1900.3,3,2.1
appoint,1865.5,1299.2,3.4,2
approach,2301.4,2517.2,3.9,2.2
approve,2155.6,2020.8,3.4,2.3
apron,1304.3,777.2,6,2
arbor,2337.3,2750.8,4.2,2.4
arcade,1564.9,1194.5,6.7,1
archive,2096.7,1574.1,3.9,2.1
arctic,1600.5,789,6,1.8
ardent,1847.5,1269.1,1.4,1
argue,2107.3,2015.1,4.7,1.9
arise,2016.8,1769.2,3.5,1.9
armor,9359.8,45867,5.9,2
armour,1851.1,1808.6,5.7,1.8
army,1380,962.2,6.6,0.7
arose,1959.1,2262.6,3.8,2.1
around,1590.3,822.9,3.2,1.9
arouse,1706.9,1616.5,4.3,2.3
arrange,1790,1211.3,3.3,2.1
array,2123.1,1723,2.5,1.8
arrest,1445.7,700.9,6.2,1.4
arrive,1862.9,1199.9,4,2.1
arrow,1296.1,766.5,6.6,1.3
arson,1458,571.9,5.1,2.1
artist,1375.5,805,6.2,1.3
ascend,2137,2116.4,3.5,2
aside,1772,1125.7,3,2
asleep,1451.7,755.2,5.9,1.6
aspect,1939.3,1720.8,1.9,1.4
aspen,1743.1,1253.9,4.9,2.6
asphalt,1505.3,1166.4,5.5,2
aspire,1568.3,1341.9,3.8,2.1
assault,1639.6,1213.8,5.4,2
assert,1725.8,1085.4,2.3,1.6
assess,2107.6,1531.2,2.9,2
asset,2103.2,1407.6,3.9,2.2
assign,2210.7,1980.1,3.4,2.1
assist,1960.1,1814,3.6,2.1
assume,2039.7,1616,2.2,1.6
assure,1779.1,1386.3,2.4,1.6
asthma,1681.7,1151.9,5.3,2
astral,2049,2402.2,1.6,1.5
astray,2593.2,2260,3.5,2
astute,2157.7,2978.9,2.4,1.9
athlete,1447.1,1002.6,6,1.8
atlas,1333.2,650.8,6.2,1.6
atom,1600.8,1014.8,5.8,1.9
atone,1603.3,1243.5,2.3,1.9
attach,2416.5,2258.3,3.9,2.3
attack,1718.5,2332.9,4.9,2
attain,1943.2,1178.7,3.2,2
attempt,2058,1811.3,3,2.2
attend,1981.4,2370,4.3,2.1
attic,1236.7,635.6,6.4,1
attire,1498.5,800.4,5.3,2.1
attract,1979.1,1484.7,3.5,2.3
auction,1912.5,2794.3,5.7,1.6
audit,2215.2,2117.8,2.9,2
aura,2047.3,1493.5,3.1,2.1
author,1575,844.3,4.9,2.4
auto,1298.3,662.7,5.7,2
autumn,1470.8,1014.5,6.6,1.2
avail,1871.4,1267,1.7,1.1
avenge,1885,968.5,2.9,2.3
avert,1787,1516.3,2.5,1.8
avoid,1598.6,1124.1,3.7,2.2
await,1889.9,1557.6,2.9,2
awake,1736.6,1328.2,5,2.3
award,1529.8,745.1,5.1,2.3
aware,2267.2,2558.1,3.7,2.4
away,1941.9,1618.3,2.6,2
awesome,1910,1215.5,3.5,2.3
awful,2539,2836.6,2.9,1.9
awhile,1549.2,1037.6,2,1.5
awkward,2108.5,1962.8,5,2
awoke,2224.5,1592.4,4.3,2.2
awry,1570.9,1045.7,2,1.6
axis,1438.9,867.2,5.2,2.1
axle,1516.8,981.1,5.5,2.1
babble,2116.7,1801.1,4.4,2.1
baboon,1880.8,2943.9,6.5,1.2
baby,1005.3,305.8,6.9,0.3
backward,1794.6,1874.7,4.2,2.3
bacon,1089.6,379.1,6.7,1
bagel,1289.1,962,6.6,1.1
baggage,1239,921.4,6.3,1.5
bailiff,1917,2005.6,5.1,2.3
balance,2439.6,2705.4,4.9,1.9
ballad,1972.5,1621.6,3.6,2.4
ballast,2529.6,2681,2.2,1.8
ballet,1917.7,3815.2,6.5,1.3
balloon,1023.6,336.6,6.7,1.2
ballot,1557.9,852,4.9,2
bamboo,1176.9,591.1,6.6,1.4
bandage,1255.2,605.9,5.9,1.9
bandit,1634.6,1512.9,5.9,1.6
banish,2389.6,3238.5,3.6,2.3
banjo,1771.6,3006.3,6.7,1.3
bankrupt,2090.3,1707.5,4.7,2.5
banner,1569.7,994.6,6.1,1.4
banquet,1428.8,769.1,6.3,1.3
banshee,1705.1,975.2,4.4,2.3
banter,1646.1,932.7,2.9,2.1
baptize,1533.8,738.7,6.5,0.9
barber,1347,586.5,6.5,1.3
barely,3611.7,6946.2,3.9,2.5
bargain,1894.3,1165.7,4.3,2.1
barley,1465.7,798,5.5,2
barrage,2537.8,2838.2,3.9,2.2
barrel,1583.3,2742.7,6.5,1.3
barren,2048.4,2568.8,3.9,2.5
barter,2058.8,1845.4,4.2,2.2
baseball,1041.4,393.2,6.8,1.1
basement,1451,1303.9,6.6,0.9
bashful,2095.9,1743.5,4.7,2.1
basic,3042.4,3472.5,3.2,2.2
basil,1192.6,587.5,5.9,1.9
basin,1807,1331.2,4.6,2.3
basis,3001.1,3153.8,2.1,1.9
basket,1141.8,508.2,6.6,1.2
bastard,1634.1,1915.8,4.7,2.4
bathroom,1119.1,640.1,6.8,1.5
baton,1569.5,529.8,4.6,2.4
battle,1590.9,1531.1,5.8,1.7
batty,1849.4,1288.1,2.8,2.1
bayou,1601,874.7,4.2,2.7
bazaar,1775.3,1317.5,4,2.4
beacon,2018.4,1545.5,4.9,2.3
beanie,1561.9,836.3,5.8,2.1
beatnik,1900,1945.2,2.5,2.5
beauty,1386.3,865.4,5.6,2
beaver,1225.1,735.5,6.5,1.5
because,1624.1,1467.7,1.8,1.5
become,1665,1346.6,2.1,1.5
bedlam,1824.5,1156.3,2.3,1.8
bedroom,1140.4,556.5,6.8,0.6
beetle,1116.6,406,6.5,1.3
befall,2242.1,2409.2,1.8,1.7
before,2142.3,2132.1,2.3,1.6
beggar,1565.4,1073.2,5.4,1.8
begin,1762.9,1324.5,2.3,2.2
behalf,2465.2,2527.9,2.7,2.1
behave,2447.1,3296.6,3.3,2
behind,2174.7,2203.3,4.2,2.3
behold,1892.6,1197.4,2.9,2.2
being,1896.9,1273.7,2.8,1.9
belief,2125.8,2048.5,3.4,2.5
believe,2310,2208.8,3.3,2.2
belly,1625.3,2605.2,6.7,1.1
belong,2053.2,1534.7,2.8,2.1
below,3046.8,5328.3,4.4,2.3
beneath,2515.5,2273.6,4.2,2.3
benign,2017.4,1274.9,2.8,1.9
bequeath,2093.3,1639.2,1.8,1.4
beret,1996.6,1557,4.3,2.5
berserk,2050.8,1155.6,3.4,2.4
beseech,1446.3,629.8,2.2,1.8
beside,2073.4,1666.3,3.6,2.1
bestow,1645.7,915.1,2.5,1.6
betray,1620,1262.9,4.1,2.1
better,2536.1,2579.8,2.6,1.8
between,2314.1,3164.2,4.1,2.1
beware,2444.1,2068,3.3,2.2
beyond,1997.1,1720.6,3.5,2.3
bias,2262.1,1571.4,3.4,2.2
bible,1212.8,575.9,6.9,0.7
bigot,1686.2,1026.4,3.3,2.4
bimbo,2032.5,1659.1,5,2.2
bingo,1300.3,850.6,6.7,1.2
birthday,1400.6,1123.3,6.7,0.8
biscuit,1160.1,725,6.7,1.2
bistro,1873.3,2727.1,4.6,2.3
bitter,2002.3,2020.3,4.1,2.1
bizarre,2041.7,1968,4.8,2.1
bladder,1402,884.9,6,1.5
blanket,1160.7,848.1,6.3,1.7
blatant,2241.5,1726,3,2.3
blazer,1367.5,680.5,6,1.9
blemish,1429.2,862.7,5.6,2
blister,1198.7,318.3,6.2,1.7
blizzard,1178.2,552,7,0.7
blockade,1640.3,805,5.2,2.1
blossom,1840.2,2200.9,6.4,1.4
blubber,1653.8,1971.9,5.8,2
boa,1802.9,1224.3,5.4,2.4
body,1221.6,519.5,6.1,1.6
bogus,1910.8,1616.4,3.2,2.2
bona,2050.2,1816,1.9,1.7
bondage,1817.1,1011.8,4.4,2.4
bonfire,1186.8,631.2,6.8,1.2
bonnet,1203.4,585.7,6.6,1.2
bonsai,1706,1371.4,4.7,2.4
bonus,1933,1677.3,4.2,2.4
boogie,1739.8,1013.6,5.6,1.8
bookie,1623.2,909.8,5.2,2
border,1845.1,1270,6.3,1.4
boring,1901.2,1116.7,4.3,2.3
borough,3376,4091.4,2.5,2
borrow,2226.9,2855.3,3.8,2.4
bosom,2166.7,1934.2,4.6,2.4
bother,2897.5,5018.1,4.4,2.3
bottle,1122.1,716,6.7,1.3
bottom,1963.4,1392.7,5,2.4
boulder,1234.3,515.8,5.6,2.2
bounty,1881.2,1242.7,4.1,2.2
bouquet,1211.3,1678,6,1.5
bourbon,1564.1,724,5.2,2.2
boutique,1521.3,1148.1,5.9,1.6
bowel,1746.3,1470.2,5.7,1.8
boxer,1087.3,471.2,6.4,1.2
boycott,2038.9,2005.6,4.9,2.1
bozo,1623.8,1126.8,4.6,2.6
bracelet,1119.8,380.8,6.7,1.5
bracket,1871.3,961.9,5.2,2.3
brandy,1267.6,457.5,5.8,2
brassiere,1635.5,818.9,4.1,2.7
breakfast,1085.2,418.8,6.7,0.9
brigade,1888.1,1491.4,4.4,2.4
brisket,1379.3,534.2,5.1,2.3
brittle,1761.6,961.7,5.4,1.8
brochure,1474.3,958.3,6.2,1.5
broker,2105.2,2023.8,3.7,2.3
brothel,1614.9,663.8,5.3,2.2
brother,1499.7,1301.5,6.8,1
brunette,1079.9,402.7,6.7,1.1
brutal,1589.6,910.5,4.4,2.3
bubble,1095.1,446.8,6.8,0.9
bucket,1260.7,1069.8,6.4,1.5
buckle,1405.5,787.3,6.1,1.8
buddy,1681.9,1447.5,5.1,2
budget,1612.1,947.8,4.5,2.2
buffer,1650.9,1267.9,4.6,2.1
buffet,1165.3,321.5,6.3,1.7
buffoon,1483.5,1752.8,4.1,2.2
buggy,2622.2,4455.3,6,1.8
bugle,1771.2,1180.7,5.6,2.2
building,1195.6,471.8,6.7,1.3
bullet,1115.3,432.5,7,0.9
bully,1413.6,1058.1,6,1.4
bummer,1806.2,1333.1,3.2,2
bundle,1590.3,984.3,5.6,2
bungee,1351.3,464.8,6.1,1.4
bunion,1795.2,1112.2,4.2,2.7
bunker,1448.1,899.8,5.2,2.2
buoy,1794.9,1277.5,4.5,2.6
burden,2014.1,1384.9,3.7,1.9
bureau,1910.8,1752.3,4.4,2.3
burger,1251.2,786.3,6.8,0.8
burglar,1684,1533.8,6.3,1.1
burlesque,1818.6,1253.2,4.1,2.6
burro,1904.3,1371.9,4.5,2.5
burrow,2134.5,2192.5,4.9,2.2
bushel,1416.3,766.6,5.3,2.5
business,1697,1267.3,5.3,2.3
bustle,2066.2,1545.3,3.4,2.1
busy,2368.5,2276.4,4.7,2.2
butcher,1108.4,512.1,6.5,1.1
butler,1256.2,612.2,6.3,1.5
butter,1132.5,430.8,6.8,1.1
button,1093.9,499.7,6.5,1.2
buzzard,1252.3,635.9,5.4,2.1
bypass,2117.9,1832.4,4.3,2.5
cabbage,1095.9,547.2,6.7,1.3
cabin,1365.4,867.1,6.9,0.4
cable,1469.8,799.8,5.6,2.2
caboose,1438.9,638.5,5.8,1.8
cactus,1463.1,1434.9,6.9,0.4
caddie,1337.1,483.8,5.8,2
caddy,1350.7,799,5.7,1.8
cadet,1374.2,587.1,5.2,2.3
cafe,1139.6,566.3,6.7,0.8
caffeine,2149.4,2429.7,5.9,1.6
callous,1823.8,2655.9,4.3,2.6
camel,1078.1,533.6,6.8,0.8
campaign,1784.4,948.8,5,2.2
campus,1334.8,629.3,6.6,0.7
canal,1817.9,1945.3,5.8,1.7
cancel,1943.5,1552,3.3,2.2
cancer,1455,775.5,5.4,2.2
candid,2105.7,1641.7,2.6,2.1
candle,1544.7,2049,6.2,1.8
candor,1922.4,1422.1,1.8,1.3
candy,1080.7,486.8,6.6,1.3
canine,1582.9,1586.2,6,1.7
cannon,1271.1,659.9,6.4,1.3
cannot,1949.8,1777,2.4,2.1
canoe,1223.4,1063.4,6.5,1.2
canon,1765.4,1198.6,5.5,2.2
canteen,1201.7,614.7,6.2,1.5
canvas,1290.6,1801.2,5.9,1.9
canvass,1677.5,986.1,6.1,1.8
caper,2085.4,1205.5,3.3,2.3
capsule,1490.3,1981.4,5.7,1.9
captain,1378.8,673.6,6,1.7
captive,1583.2,799.6,5.2,2.1
capture,1617.6,950.4,4.9,1.9
carbon,1593.3,679.5,5.3,2.4
carcass,1665.2,1037.8,5.9,1.8
career,1940.4,2022,4,2.2
caress,2381.9,2415.1,4.4,2.1
cargo,1378.9,789.6,5.6,2
carnage,1849.8,1408.9,4.3,2.2
carnal,2460.7,1977.4,2.5,2
carol,2104.6,2325,4.8,2.2
carpet,1174.3,691.4,6.4,1.5
carriage,1668.8,1844.2,6.1,1.9
carrot,960.4,384.9,6.9,0.2
carry,1402.3,1037.5,4.7,2.4
cartel,1774.4,966,3.5,2.6
carton,1564.4,1076.4,6.2,1.6
cartoon,1529.9,1671.8,6.1,1.6
cartridge,1602.8,1152.4,6.2,1.6
cascade,1924.4,1686.8,4.7,2.1
cashier,1121.1,634.8,6.8,0.7
cashmere,1636,1397.1,5.3,2.2
casket,1445.6,1543.2,6.3,1.3
cassette,1365.1,545.3,6.6,1.2
castle,1375.5,1761.2,6.7,1
castrate,2241,1456.2,5.3,2.1
cattle,1126.8,721.1,6.5,1.3
caution,2505.3,3509.3,4.2,2
cautious,2243.4,1914.6,3.5,2.4
cavern,1347.2,559.7,5.3,2.1
cayenne,1862.9,1228.7,3.8,2.6
cedar,1515.4,1497.3,6,1.9
ceiling,1330.7,787.2,6.6,1
celeste,2185.9,2964.9,2.6,2.1
cellar,1509.2,792.8,6,1.8
cello,1596.6,1081.8,4,2.7
cement,1449.7,964.4,6.3,1.3
censor,2591.3,2617,4.2,2.2
census,1933.1,1383.2,4.1,2.4
center,2295.8,1852.6,5.5,1.6
central,2416.6,2022.6,4.4,2
certain,1996.1,1290.2,2.5,1.7
chalice,1756.4,1201.4,4.7,2.7
challenge,2196.1,1901.9,3.9,2.1
chamber,1689.6,1059.5,5,2.3
channel,1896.3,2423.6,5.6,2.1
chapel,1184,443.9,6.8,1.1
chaplain,1432.8,553.9,5.2,2.4
chapter,1652.9,1015.9,4.9,2.3
charade,1959.8,1434.2,3.6,2.3
charcoal,1119.7,390.4,6.7,0.8
charter,2026.3,2821.4,4,2.4
chartreuse,1933.9,1621.3,3.4,2.7
chassis,1903.5,1023.8,3.1,2.5
chateau,1894.3,1604.9,4.8,2.5
chauffeur,1478.3,913.9,5.3,2.2
cheddar,1310.9,814,6.4,1.3
cheetah,1023.7,497.8,6.9,0.5
cherish,3000.7,4389.4,3.6,2.5
cherry,1728.7,3808.2,6.7,1.2
cherub,2100.2,2809.1,3.5,2.7
chicken,1234.6,2016.6,6.6,1.1
children,1129.8,659.9,6.6,1.1
chili,1327.3,629.2,6.4,1.2
chilli,1602.1,1014.5,6,2
chimney,1543.7,1947.4,6.7,0.8
chisel,1390.9,759.6,6,1.6
chlorine,1577.9,736.9,5.7,2
chorus,1401.2,718.6,5.4,1.9
christmas,1185.4,943.2,6.8,0.5
chronic,2251.5,1873.4,3.3,2.4
chuckle,2162.8,2574.1,4.9,2.3
cider,1973.3,2674.6,6,1.6
cigar,1124.4,679,6.8,1.1
cinder,1924.5,1806,4.1,2.6
cipher,1998.8,1272,2.8,2
circa,3110.5,4451,2.6,2
circle,1284.7,857.4,6.6,1.3
circuit,1803.6,1514.9,5.2,2.2
circus,1843.9,3632.4,6.5,1.2
city,1176.3,532.4,6.1,1.9
civic,2119.3,2166.2,3,2.3
civil,2434.2,3023.9,3.4,2
classic,1798.7,1311.3,3.6,2.4
clatter,1855.3,1141.3,4.1,2.1
clearance,3187.6,6163.6,3.7,2.3
cleavage,1445,594.9,6.2,1.3
clergy,1346,493.6,5.5,2
cleric,1923.7,1066.3,3.5,2.6
clever,1973.2,1376,3.9,2.2
cliche,2456.7,1340.7,3.2,2.1
client,1776.4,1517.3,5.3,2.1
climate,2077.4,1398,5.3,1.9
climax,1621.1,1070.6,4.9,2.2
clingy,2006.5,2263.1,4.9,2.1
clinic,1353.1,678.6,5.7,1.9
closet,1572.5,1258.3,5.9,2
closure,1878.2,1394.8,3.4,2.2
clover,1000.6,306.6,6.7,1.3
clumsy,1349.8,745.9,4.7,2.4
cluster,1789.8,1328.5,5.1,2
clutter,1844,995,5.5,1.7
coaster,1954.4,1496.9,6.1,1.6
cobalt,1986.7,2453.2,5.3,2.3
cobbler,1465.1,675.6,5.4,2.2
cobra,1031.2,470.4,6.2,2.1
cocaine,1117.2,609.1,6.7,0.7
cocktail,1093.7,304.2,6.7,0.8
cocky,1849.8,1217.5,5.3,2.1
cocoa,1426.2,1206.8,6.5,1
cocoon,1592.7,1528.4,6.4,1.4
coed,1818,1221.5,4.2,2.5
coffee,1017.1,876.7,6.7,1.2
coffin,1083.9,466.6,6.6,1.1
cola,1024.8,351.5,6.7,0.9
collage,1920.7,1230,5.7,1.5
collapse,1555.4,888.3,5.3,2.1
collar,1293.2,752.2,6.7,0.6
collect,2437.2,2630,3.6,2.3
college,1216.4,511.1,5.7,2.1
collide,1415.1,699,5.2,2
cologne,1416,1012.4,6.1,1.5
colon,1820.7,1175.1,5.8,1.7
color,1532.1,1187.2,5.8,2.2
column,1641.8,1200.8,5.9,2.2
coma,1534.5,1437.8,5.9,2
combat,1743.5,2349.4,5.3,2
combine,1792.5,1107,4.2,2.2
comet,1617.1,1155.9,6.5,1.1
comfort,2173.2,2135,4.4,2.2
comic,1738.5,830.4,5.4,2.1
coming,2091.8,1783.6,3,2
comma,1764.6,1193.6,6.1,1.7
command,3053.6,4315,3.5,2.1
commence,2426.5,2383.2,2.8,2.1
commend,1991.3,1592.4,2.9,2
comment,1766,1112.3,3.3,2
commerce,2065.2,1280.9,2.7,2.1
commit,2086,1706.1,3.7,2.3
common,2028.4,2100.1,3.5,2.4
commune,3031.4,2401.1,2.7,2.1
commute,2105.7,1960.2,4.6,1.9
compact,1914.2,1703.2,4.6,2.3
compare,1913.3,1670.2,3.6,2.1
compass,1182.2,356.1,6.4,1.7
compel,1773.3,1159.8,2.8,1.9
compete,1798.5,1222.1,4,2.3
compile,1577.4,2083.6,3.5,2.3
complain,1555.4,949.2,4.1,2.2
complaint,2225.1,2597,3.4,2
complete,2540.4,2299.8,3.6,2
complex,1869.9,1085.6,3.6,2.3
comply,2213.4,1844.1,3.1,2.1
compose,2162.8,1291.3,4.1,2.2
compost,1812.3,1207,4.8,2.2
compound,2302.5,3952.6,4.2,2.5
compress,1949.4,1686.6,4.3,2.4
compute,3106.1,6539.2,4.1,2.2
conceal,2118.2,2014.2,3.6,2.3
concede,2485.5,2630.8,2.8,2.2
conceive,1495.2,1984.4,3.7,2.4
concept,1998.2,1852,1.9,1.7
concern,2440.6,3789.4,3,1.8
concert,2343,4906.5,5.6,1.9
conclude,2249.9,1975.8,3,2.4
concrete,1476.5,989.9,6.2,1.9
concur,2062,1731.3,2.6,1.9
condemn,2064.7,1490.3,4.5,2.4
condo,1529.3,742.7,6.1,1.5
condom,1763.9,1565.1,6.7,0.6
condone,2304.9,1083.3,2.2,1.6
condor,1556.4,1410,3.7,2.6
conduct,2355.9,2190,3.2,2
confer,1938.3,1348.8,2.7,1.8
confess,1992,1637.7,4.6,2.2
confide,2321.7,2492.7,3.1,2
confine,1917.3,1915.1,3.3,2.2
confirm,2282.7,2209.5,2.7,2.2
conflict,2676.3,3239.4,4.3,1.8
conform,2447.9,2949.2,3.4,1.9
confound,1742.4,1592.9,2.1,1.5
confront,2534.9,2434.3,4.4,1.9
confuse,2199.4,2297.4,3.4,2.2
conga,1998.9,2682.7,4.4,2.3
congress,1557.4,1337.7,5.5,1.8
conjure,1853.4,1523.8,3,2.1
connect,2382.8,2580.5,3.3,2.1
conquer,2120.8,1507.2,4.3,2.2
conquest,2225.5,2080.4,4,2.2
conscience,2411,1912,3.6,2.1
consent,1563.1,1845.1,3.1,2.3
conserve,2015.1,1565.6,3.4,2
console,2003.1,1891.1,4,2.2
consort,1754,1397,2.6,1.8
conspire,1638.1,1041.4,3,2.1
constant,1950.5,1237.7,3.6,2.1
construct,1970.4,1897.4,5.2,2
consul,2238.9,1787.3,2.9,2.1
consult,2685.1,3045,2.8,2
consume,2199.1,1858.3,4.7,1.8
contact,2243.8,1646.1,4.2,2.4
contain,2177.4,2131.5,3.5,2.2
contempt,1876.6,1387.4,2.9,1.8
contend,2244.3,2281,2.6,2
content,1990.8,1325.9,3,2
contest,1786,1179.9,4.2,2.3
context,1875.9,1366.4,2,1.3
contract,2077.4,1340.3,4.2,2.4
contraire,2025,2510.4,1.9,1.2
contrast,1866.2,1500.4,3.8,2.2
control,2028.1,1727.6,3.4,1.8
convene,1967.9,1788.5,2.7,1.9
convent,2027.3,1293.9,5,2.5
converge,2669.2,2730.9,3.6,2.1
converse,2073.6,1287.6,4.1,1.9
convert,2114.1,1313.2,3.4,2.4
convey,1909.5,2620.3,2.4,1.8
convict,2183.9,2315.3,4.9,2
convince,2058.1,1274.2,3,1.8
convoy,1691.3,1168.2,4.1,2.6
cookie,895.3,246.6,6.6,1.2
coolant,1565.9,670.8,4.8,2.4
copper,2390.9,5784.2,6.2,1.7
copy,1865,1355.4,4.2,2.5
coral,1307.6,732.3,6.1,1.8
cordial,2089.5,1835.1,2.7,1.9
cordon,2210.7,1901.8,2.4,2
corpus,3893.7,5322.8,3.8,2.3
corral,1584.3,881.3,6.2,1.6
correct,1555.3,1032.8,3.9,2.4
corrupt,2772.6,3334.1,3.3,2.2
corsage,1453.2,721.8,6,2.2
corset,1306.5,494,6,1.9
cortex,2444,1775.5,3.8,2.2
cosmic,1609,1092.6,3.9,2.5
cosmos,1585.6,1026.5,4.9,2.3
costume,1646.9,1043.6,6.5,1.4
cosy,1634,1019.4,3.7,2.3
cottage,1165.2,668.5,6,1.9
cotton,1546.1,2060.3,6.7,1.1
cougar,1187.2,591.8,6.5,1.4
council,1598.3,991.6,5.2,1.9
counsel,2425.4,2278.1,4.7,2.2
countess,2774.1,4685.4,4.3,2.5
country,1551.7,1116,6.5,1.3
county,2082.4,1429,5,2.3
couple,948,1512,5.9,1.4
coupon,1418.2,1788.6,6.3,1.6
courage,2451.5,2818.9,4.2,2.1
cousin,1532.8,1345.3,6.2,1.7
